Horodateur,Catégorie,Type de Question,Question,Réponse,Quelle est la difficulté de la question ? (subjectif),Votre nom,"Est-ce une question Troll ? (réponse sincère attendue, on pourra peut-être en faire un aspect du Trivial)",Nombre de Question
14/09/2020 16:51:37,Histoire (Politique & Date),Question classique,En quel année Régis de La Bouscade a-t-il pris contrôle du Domaine du même nom?,2015.,2,Lila,,
14/09/2020 16:54:18,"Science & Nature (Sciences Formelles, Sciences Physiques, Science de la Vie, Sciences Sociales)",Question classique,"Si Mérovée a aujourd'hui 15 ans, en quelle année est-il né?",jE SAIS PAS.,1,Lila,,
14/09/2020 16:56:30,Géographie (Cartographie & Géographie humaine),Question classique,Où est Zaza?,Elle est pas là.,3,Lila,,
14/09/2020 16:59:30,Montreuil,Question classique,Combien de chat.s étai.ent sur le cendrier offert par Kawaz à Lila pour son anniversaire?,Deux.,2,Lila,,
14/09/2020 17:02:11,Montreuil,Question classique,"A qui dit-on ""Félicitation pour la Fellation""?",Félicien.,2,Lila,,
14/09/2020 17:03:32,"Divertissement (Série, Télévision, Radio, Youtube, Internet, Pub, BD...)",Question classique,Qui est le présentateur de Survivor?,Jeff Probts.,4,Lila,,
14/09/2020 17:03:41,"Art & Littérature (Architecture, Sculpture, Peinture/Dessin, Musique, Littérature, Art de Scène, Cinéma)",Question classique,"Quel auteur a écrit ""Isolation"", ""L'énigme de l'univers"" et ""Axiomatique"" ?",Greg Egan,4,Clem,,
14/09/2020 17:04:24,Montreuil,Question classique,À quoi est allergique Clément ?,Au pollen de graminée,4,Clem,,
14/09/2020 17:05:07,"Divertissement (Série, Télévision, Radio, Youtube, Internet, Pub, BD...)",Question classique,Dans quel pays Diam's est-elle née?,Chypre.,4,Lila,,
14/09/2020 17:06:46,"Géographie (Cartographie & Géographie humaine), Histoire (Politique & Date)",Question classique,Dans quelle ville fût assassiné JFK ?,"Dallas, Texas",3,Clem,,
14/09/2020 17:08:31,"Sport & Loisir (Règle Sportive, Date d'événement, Anatomie, Records DATÉS, Question JO...)",Question classique,"Quel os me suis-je cassée deux fois en 7 ans de vie? (Indice, la deuxième fois c'était en faisant la roue à une main sur le rebord d'un lit)",Clavicule.,4,Lila,,
14/09/2020 17:09:42,"Géographie (Cartographie & Géographie humaine), Divertissement (Série, Télévision, Radio, Youtube, Internet, Pub, BD...)",Question classique,"Selon l'auteur de la chanson ""Relax"", où goes Frankie ?",À Hollywood (Frankie goes to Hollywood),4,Clem,,
14/09/2020 17:11:11,"Art & Littérature (Architecture, Sculpture, Peinture/Dessin, Musique, Littérature, Art de Scène, Cinéma)",Question classique,Epellez le nom correspondant à l'objet servant à faire des glissades sur le fessier et qu'on trouve souvent dans les parcs pour enfants.,ToboGGan.,3,Lila,,
14/09/2020 17:17:06,"Art & Littérature (Architecture, Sculpture, Peinture/Dessin, Musique, Littérature, Art de Scène, Cinéma)","QCM (séparer les choix avec des "";"" )","Quelle livre Fred Vargas n’a t-elle pas écrit ? « Voile de pierre », « Dans les bois éternels », « Temps glaciaires », « Debout les morts »",Voile de Pierre,2,B2o,,
14/09/2020 17:17:31,Géographie (Cartographie & Géographie humaine),Question classique,Donnez la latitude de la ville de Paris (à une unité d'erreur).,"La latitude de Paris est de 48,8534 (réponses autorisées : 48, 49 et 50).",4,Max,,
14/09/2020 17:19:24,Histoire (Politique & Date),Question classique,En quelle année Patrice Bessac décide-t'il de prendre sa carte du Parti Communiste Français ?,"En 1997 Patrice Bessac devient membre du PCF, pour passer porte-parole en 2006.",3,Max,,
14/09/2020 17:20:51,Histoire (Politique & Date),Question classique,En quelle année récompense t-on pour la première fois une femme de la médaille fields ?,En 2014. Maryam Mirzakhani est la première et la seule femme à ce jour à être lauréate de la médaille fields. Elle meurt en 2017 à 40 ans dans un accident de voiture. ,3,Fessard Chirurgical,,
14/09/2020 17:21:55,"Art & Littérature (Architecture, Sculpture, Peinture/Dessin, Musique, Littérature, Art de Scène, Cinéma)",Question classique,Durant le règne de quel roi furent bâties les statues de l'Argonath ?,Durant le règne du roi du Gondor Rómendacil II en l'an 1340 T.A.,1,Max,,
14/09/2020 17:23:32,"Science & Nature (Sciences Formelles, Sciences Physiques, Science de la Vie, Sciences Sociales)",Question classique,De quel scientifique connu le nom Fessard Chirurgical est-il l'anagramme ? ,Carl Friedrich Gauss ,5,Fessard Chirurgical,,
14/09/2020 17:25:34,"Divertissement (Série, Télévision, Radio, Youtube, Internet, Pub, BD...)",Question classique,"D'après Frédéric Beigbeder, auteur du roman 99 Francs, à combien de spots publicitaires (en moyenne) est exposé un individu jusqu'à ses 18 ans ? (réponse à 10 000 près)",350 000 spots publicitaires.,4,Max,,
14/09/2020 17:28:11,"Science & Nature (Sciences Formelles, Sciences Physiques, Science de la Vie, Sciences Sociales)",Question classique,Comment est communément appelée la molécule de diéthyllysergamide ?,LSD,2,Max,,
14/09/2020 17:31:01,"Sport & Loisir (Règle Sportive, Date d'événement, Anatomie, Records DATÉS, Question JO...)",Question classique,"Au rugby, un essai vaut 5 points, une transformation vaut 2 points, un drop et une pénalité 3 points, mais combien vaut un essai de pénalité ? (essai inscrit lorsque l'équipé défendant arrête de manière illicite une action amenant clairement à un essai).",Un essai de pénalité vaut 7 points depuis les dernières réformes qui ne nécessitent plus la transformation de celui-ci.,2,Max,,
14/09/2020 17:34:45,Géographie (Cartographie & Géographie humaine),Question classique,"Exceptée Paris (avec 143 passages), ville d'arrivée historique, quelle est la deuxième ville-étape concernée le plus par le Tour de France en 2019 ? (Une ville-étape est soit une ville d'arrivée, soit une ville de départ)","Bordeaux, avec 81 passages.",2,Max,,
14/09/2020 17:37:16,Histoire (Politique & Date),Question classique,En quelle année le casque devient-il obligatoire sur le Tour de France ?,"2003, principalement après la mort d'un coureur sur Paris-Nice la même année.",1,Max,,
14/09/2020 17:37:59,"Art & Littérature (Architecture, Sculpture, Peinture/Dessin, Musique, Littérature, Art de Scène, Cinéma)",Question classique,"Que signifie l'expression ""Pardon my French"" ? (excusez mon français)","Expression utilisée pour pour s'excuser de propos déplacés, voire vulgaires.",3,Marius,,
14/09/2020 17:38:44,"Art & Littérature (Architecture, Sculpture, Peinture/Dessin, Musique, Littérature, Art de Scène, Cinéma)",Question classique,"En 1980, une femme est élue pour la première fois à l'Académie Française, qui est-ce ? ",Marguerite Yourcenar ,3,Elé,,
14/09/2020 17:45:01,"Art & Littérature (Architecture, Sculpture, Peinture/Dessin, Musique, Littérature, Art de Scène, Cinéma)",Question classique,"Dans le film Tenet, lorsque le protagoniste principal décide de détruire le faux Goya acheté par Kat, l'ex-femme de Sator, stocké dans le port-franc d'Oslo, en y envoyant un avion sur le hangar, Sator lui propose alors de voler une substance, laquelle est-ce ? Sachant que la course-poursuite à Tallinn abouti à un passage dans le tourniquet étant donné que les hommes de Sator découvre le protagoniste a menti et Sator a donc tiré sur Kat. ","Du plutonium, mais le but était de faire une question archi-compliquée",4,Max,,
14/09/2020 17:47:08,"Divertissement (Série, Télévision, Radio, Youtube, Internet, Pub, BD...)",Question classique,Quel animateur radio gagne la casquette Nissan suite au but de Moussa Maazou ?,"Dominique dit Doumé, Poulain",4,Max,,
14/09/2020 17:47:53,Histoire (Politique & Date),"QCM (séparer les choix avec des "";"" )","Au Moyen-Age, quel alcool était surnommé le ""Vin du Diable"" à cause de ses bouteilles qui explosaient régulièrement ? La Cervoise ; l'Hypocras ; le Champagne ; l'Ambroisie. ",Le Champagne ,2,Elé,,
14/09/2020 17:51:56,"Science & Nature (Sciences Formelles, Sciences Physiques, Science de la Vie, Sciences Sociales)",Question classique,Que désigne la maladie de Lapeyronie qui touche 3 à 9% des hommes ? ,Un pénis courbé lors de l'érection.,4,Elé,,
14/09/2020 17:53:40,"Science & Nature (Sciences Formelles, Sciences Physiques, Science de la Vie, Sciences Sociales)",Question classique,Pendant longtemps le besoin d'expectorer était considéré comme fondamental. Quel ustensile permettra au refoulement de cette action de garder un tant soit peu de prestige avant de totalement disparaître de par son interdiction sociale en occident ?,Le crachoir.,4,Max,,
14/09/2020 17:58:54,"Sport & Loisir (Règle Sportive, Date d'événement, Anatomie, Records DATÉS, Question JO...)",Question classique,"En 2017 à Wroclaw en Pologne, l'italien Diego Rizzi égale le record du monde précédemment détenu par Christophe Sévilla qui est de 67 points. La presse s'enflamme et la hauteur de l'exploit est difficilement quantifiable. Toutefois, peu de gens sont au courant pour ce fait d'armes historique, en effet, à quel sport appartiennent ces records ?","Il s'agit du record du monde de ""tir de précision à la pétanque"". La réponse ""pétanque"" n'est pas acceptée.",2,Max,,
14/09/2020 17:58:57,Histoire (Politique & Date),"QCM (séparer les choix avec des "";"" )",En quelle année le soutien-gorge a-t-il été inventé ? 1824 ; 1886 ; 1919 ; 1953,1886,3,Elé,,
14/09/2020 18:00:54,Géographie (Cartographie & Géographie humaine),Question classique,Quel est le nom du plus petit fleuve de France ?,"La Veules, 1149 mètres de long, idéal pour une balade en amoureux (source : seine-maritime-tourisme.com).",3,Max,,
14/09/2020 18:01:35,Histoire (Politique & Date),Question classique,"À quel prix ont été nominés Adolf Hitler, Benito Mussolini et Joseph Staline ? (Indice : Trump y a aussi été nominé récemment) ",Le prix Nobel de la Paix ,2,Elé ,,
14/09/2020 18:04:29,Histoire (Politique & Date),Question classique,Quel est le seul président de la Vème République à avoir fait le signe de croix lors d'une cérémonie officielle ? ,Nicolas Sarkozy,2,Elé,,
14/09/2020 18:05:24,Histoire (Politique & Date),Question classique,"Le 11 octobre 1991 à Cuba se prépare l'ouverture du parti du Parti Communiste. Néanmoins, six opposants sont arrêtés juste avant par les autorités cubaines. Quel événement concomitant à ces arrestations va changer définitivement la face du communisme à travers le monde ? ",Naissance de Max,1,Max,,
14/09/2020 18:06:28,"Science & Nature (Sciences Formelles, Sciences Physiques, Science de la Vie, Sciences Sociales)","QCM (séparer les choix avec des "";"" )",Combien de sexes possède le Blob ? 10 ; 72 ; 100 ; 720 ,720,3,Elé ,,
14/09/2020 18:08:33,"Art & Littérature (Architecture, Sculpture, Peinture/Dessin, Musique, Littérature, Art de Scène, Cinéma)",Question classique,"""Je suis un serviteur du Feu Secret, porteur de la flamme d'Anor. Vous ne passerez pas"" peste Gandalf le gris face au Balrog. Mais que veut dire Anor en sindarin ?",Anor est le nom sindarin du soleil.,4,Max,,
14/09/2020 18:09:07,Histoire (Politique & Date),Question classique,"En 1999, la contraction ""bobo"" a aussi désigné un autre groupe de personnes, qui étaient-ils ? ",Les Bolcho-Bonapartistes,5,Elé,,
14/09/2020 18:10:48,"Divertissement (Série, Télévision, Radio, Youtube, Internet, Pub, BD...)","QCM (séparer les choix avec des "";"" )",En quelle année le nombre de site internet créés a dépassé le milliard ? 1998 ; 2006 ; 2014 ; 2018 ,2014,3,Elé,,
14/09/2020 18:11:23,"Divertissement (Série, Télévision, Radio, Youtube, Internet, Pub, BD...)",Question classique,"Le 14 septembre 2020, à combien de vues cumulées affichait le compteur de Norman fait des vidéos, sur youtube ? (réponse à 1 million près)",2 488 596 688,5,Max,,
14/09/2020 18:13:29,"Science & Nature (Sciences Formelles, Sciences Physiques, Science de la Vie, Sciences Sociales)",Question classique,Quel est l'autre nom un peu folichon du tipi de Cantor ? On l'utilise non pas pour y mettre des indiens mais quand on a un peu trop chaud,"Eventail de Knaster-Kuratowski, la réponse ""éventail"" est évidemment acceptée.",2,Max,,
14/09/2020 18:15:28,Géographie (Cartographie & Géographie humaine),Question classique,Quelle est la capitale de l'état de New-York (USA) ? ,Albany ,4,Elé,,
14/09/2020 18:17:11,"Sport & Loisir (Règle Sportive, Date d'événement, Anatomie, Records DATÉS, Question JO...)",Question classique,"Lors d'un match de foot aux Parc des princes des Guillands, Roman s'est blessé juste avant un match décisif de Pasteur's Cup, quelle est la caractéristique de cette terrible action ?","Il se blesse en marquant, bolos",1,Max,,
14/09/2020 18:23:38,Histoire (Politique & Date),Question classique,"La butte du quartier Bonne-Nouvelle à Paris, constituée du Xème au XVIème siècle provient de l'accumulation de... ?  ","Déchets (Immondices, détritus, ordures marchent aussi comme réponse) ",4,Elé ,,
14/09/2020 18:26:27,"Art & Littérature (Architecture, Sculpture, Peinture/Dessin, Musique, Littérature, Art de Scène, Cinéma)",Question classique,Que désigne le Syndrome de la Schtroumpfette ? ,La surreprésentation de personnages masculins au détriment de personnages féminins dans les oeuvres de fictions. ,2,Elé,,
14/09/2020 18:33:27,"Sport & Loisir (Règle Sportive, Date d'événement, Anatomie, Records DATÉS, Question JO...)",Question classique,Combien d'étapes comptait la première édition du Tour de France en 1903 ? ,6 étapes ,4,Elé,,
14/09/2020 20:37:14,Géographie (Cartographie & Géographie humaine),Question classique,Combien d'habitants comptait la commune de Montreuil lors du premier recensement officiel effectué en 1793 ? (à 50 près),3763 habitants.,3,Max,,
14/09/2020 20:37:16,Géographie (Cartographie & Géographie humaine),Question classique,Qu'y a-t-il au 61 rue de l'observatoire à Paris ?,L'Observatoire de Paris,2,Clem,,
14/09/2020 20:39:07,Histoire (Politique & Date),Question classique,En quelle année fut construit l'hopital du Val de Grâce ?,En 1796,4,Clem,,
14/09/2020 20:39:40,Montreuil,Question classique,Quel était la couleur du briquet que Alix a volé à Roman qui l'avait volé à Lila qui l'a sûrement volé elle même courant septembre 2020?,Rose (Raaaze accepté) ,2,ZazaLeDoc',,
14/09/2020 20:41:58,"Art & Littérature (Architecture, Sculpture, Peinture/Dessin, Musique, Littérature, Art de Scène, Cinéma)",Question classique,Quel est le type de bois avec lequel fût construit Pinocchio ?,En bois à bruler,5,Clem,,
14/09/2020 20:43:43,"Divertissement (Série, Télévision, Radio, Youtube, Internet, Pub, BD...)",Question classique,Sur quelle chaîne française fut diffusé en premier la série Lost : Les disparus ?,TF1,2,Clem,,
14/09/2020 20:44:38,Histoire (Politique & Date),Question classique,"Un ancien maire de Dijon, dernier député de la Vème République à siéger en soutane, trouvait le bourgogne aligoté trop acide. Il décida de l'adoucir en y rajoutant de la crème de cassis. Son nom fut donné à ce désormais prisé cocktail, quel est t'il ?","Félix Kir, pour le kir, composé d'un tiers de crème de cassis pour deux tiers de vin blanc.",2,Max,,
14/09/2020 20:45:44,"Science & Nature (Sciences Formelles, Sciences Physiques, Science de la Vie, Sciences Sociales)",Question classique,Quel est le nom de la.e directrice.eur de l'observatoire de Paris en 2020 ?,Fabienne Casoli (première directrice depuis la création de l'établissement),5,Clem,,
14/09/2020 20:46:34,Géographie (Cartographie & Géographie humaine),Question classique,À combien estime t'on le nombre de forains en France en 2020? (à 5000 près) ,42000,3,ZazaLeDoc',,
14/09/2020 20:48:01,Histoire (Politique & Date),Question classique,Lors de quel siècle a eu lieu la première fête foraine en France ? ,19ème,3,ZazaLeDoc',,
14/09/2020 20:48:15,"Sport & Loisir (Règle Sportive, Date d'événement, Anatomie, Records DATÉS, Question JO...)",Question classique,Quel loisir pratique-t-on le samedi soir ?,On va à la fête foraine,1,Clem,,
14/09/2020 20:48:58,Montreuil,Question classique,De quel couleur est le chat de Léa et Clément ?,Noir et blanc,2,Clem,,
14/09/2020 20:50:01,Montreuil,Question classique,Comment s'appelle la petite chatoune de Léa et Clément?,Petra,2,Léa,,
